date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:28:35	694/694	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2b6%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:35	544/544	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-220%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:36	590/590	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-24e%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:36	682/682	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2aa%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:36	705/705	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2c1%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:37	674/674	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2a2%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:37	717/717	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2cd%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:38	691/691	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2b3%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:38	700/700	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2bc%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:39	648/648	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-288%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:39	621/621	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-26d%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:39	688/688	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2b0%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:40	462475/462475	---M--	200	added ('OK')	image/jpeg	etag:%2257e97b83-70e8b%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-agency/wp-content/uploads/sites/2/2016/09/v8_02.jpg	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-agency/wp-content/uploads/sites/2/2016/09/v8_02.jpg	(from http://werkstatt.fuelthemes.net/werkstatt-agency/portfolio/recipes/)
12:28:40	700/700	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2bc%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:40	647/647	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-287%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:41	763/763	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2fb%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:41	690/690	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2b2%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:42	709/709	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2c5%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:42	691/691	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2b3%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:42	635/635	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-27b%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:43	590/590	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-24e%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:43	635/635	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-27b%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/camera.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:44	706/706	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2c2%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/clock.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:45	470/470	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-1d6%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/control.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/control.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:45	606/606	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-25e%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/fire.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/fire.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:46	792/792	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-318%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/heart.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/heart.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:46	505/505	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-1f9%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/mail.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/mail.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:47	756/756	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-2f4%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:47	657/657	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-291%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/video.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/icons/video.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:48	223/223	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-df%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/toggle_open.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:48	168/168	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-a8%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:48	198/198	---M--	200	added ('OK')	image/png	etag:%2257ce6d65-c6%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/flickr.png	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/images/flickr.png	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
12:28:49	326660/326660	---M--	200	added ('OK')	image/jpeg	etag:%225803ce85-4fc04%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/themes/werkstatt-wp/assets/img/404.jpg	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/themes/werkstatt-wp/assets/img/404.jpg	(from http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/themes/werkstatt-wp/assets/css/app.css?ver=1.4)
12:28:50	45388/45388	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2006:58:50%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/henri-barandes-saatchi-gallery-exhibition-monograph/	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/henri-barandes-saatchi-gallery-exhibition-monograph/index.html	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:28:51	33625/33625	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2006:58:51%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/author/ftwerkstat/	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/author/ftwerkstat/index.html	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:28:51	33430/33430	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2006:58:51%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/category/interviews/	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/category/interviews/index.html	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:28:52	46527/46527	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2006:58:52%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/martin-muller-designs-covers-for-specious-books/	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/martin-muller-designs-covers-for-specious-books/index.html	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:28:54	46766/46766	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2006:58:53%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/ran-park-explores-the-chaos-of-konglish-in-a-new-zine/	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/ran-park-explores-the-chaos-of-konglish-in-a-new-zine/index.html	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:28:55	33077/33077	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2006:58:55%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/category/graphics/	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/category/graphics/index.html	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:28:56	2405/2405	---M--	200	added ('OK')	application/json	date:Thu,%2015%20Dec%202016%2006:58:55%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwerkstatt.fuelthemes.net%2Fwerkstatt-text-style%2Fabout-us-agency%2F	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/wp-json/oembed/1.0/embedb9c8.json	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/about-us-agency/)
12:28:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Dec%202016%2006:58:56%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/?p=190	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/index261b.html	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/about-us-agency/)
12:28:57	2504/2504	---M-Z	200	added ('OK')	text/xml	date:Thu,%2015%20Dec%202016%2006:58:57%20GMT	http://werkstatt.fuelthemes.net/werkstatt-text-style/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwerkstatt.fuelthemes.net%2Fwerkstatt-text-style%2Fabout-us-agency%2F&format=xml	C:/Users/komal/Desktop/Red%20Morphic/werkstatt.fuelthemes.net/werkstatt-text-style/wp-json/oembed/1.0/embedecc3	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/about-us-agency/)
12:29:09	149783/149783	---M--	200	added ('OK')	image/jpeg	etag:%2257f27197-24917%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/18-1300x650.jpg	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/18-1300x650.jpg	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:29:22	202508/202508	---M--	200	added ('OK')	image/jpeg	etag:%2257f27197-3170c%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/17-1300x650.jpg	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/17-1300x650.jpg	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:29:23	153986/153986	---M--	200	added ('OK')	image/jpeg	etag:%2257f27197-25982%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/slider_01.jpg	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/slider_01.jpg	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/about-us-agency/)
12:29:24	90605/90605	---M--	200	added ('OK')	image/jpeg	etag:%2257f27197-161ed%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/slider_02.jpg	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/slider_02.jpg	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/about-us-agency/)
12:29:24	211403/211403	---M--	200	added ('OK')	image/jpeg	etag:%2257f27197-339cb%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/16-1300x650.jpg	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/16-1300x650.jpg	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/blog/)
12:29:44	108638/108638	---M--	200	added ('OK')	image/jpeg	etag:%2257f27197-1a85e%22	http://mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/t_02.jpg	C:/Users/komal/Desktop/Red%20Morphic/mrf0q11hs9f5smjcwivxd3qm.wpengine.netdna-cdn.com/werkstatt-text-style/wp-content/uploads/sites/6/2016/09/t_02.jpg	(from http://werkstatt.fuelthemes.net/werkstatt-text-style/about-us-agency/)
